serious_dlqin2yrs,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,monthly_income_imputed
0,0.014895523999999999,54,0,1057.0,0.0,7,0,1,0,1.0,0.0
0,0.447549842,65,0,0.372332774,4170.0,6,0,1,0,1.0,6600.0
0,0.830438985,69,3,0.432530773,12916.0,6,0,2,0,0.0,18000.0
0,0.811608815,42,0,2.474246231,3183.0,10,0,4,0,2.0,15000.0
0,0.11552745800000001,50,0,0.30383702,8000.0,9,0,2,0,0.0,17560.0
0,0.9999999,39,0,0.102028815,3400.0,2,0,0,0,3.0,8916.0
0,0.33011555,70,0,0.383446621,2500.0,10,0,0,0,0.0,3295.0
0,0.0,39,0,0.391220238,6719.0,7,0,2,0,3.0,7117.0
1,0.899337927,57,4,0.332033593,3333.0,6,0,1,2,1.0,6600.0
0,0.016499204,86,0,0.005797831999999999,3966.0,7,0,0,0,0.0,5800.0
0,0.622568872,41,0,0.649191299,1792.0,4,0,1,0,1.0,4187.0
0,0.17796081600000002,51,1,0.27507641,7197.0,13,0,1,0,1.0,3000.0
1,0.004666572,55,1,1.390200445,2244.0,13,0,3,0,1.0,12000.0
0,0.37672133,64,0,0.09602913699999999,11256.0,4,0,1,0,2.0,4187.0
1,0.071847037,69,0,0.526968033,7100.0,24,0,2,0,0.0,16000.0
0,0.047689343,57,0,3427.0,0.0,13,0,1,0,1.0,3000.0
1,0.002099895,63,0,0.7393391179999999,5416.0,7,0,4,0,0.0,8500.0
0,0.286571393,45,0,1.309358512,3600.0,8,0,3,0,0.0,3935.0
0,0.358928214,36,0,121.0,5400.0,4,0,0,0,0.0,5400.0
0,0.000187968,76,0,0.0,5063.0,9,0,0,0,0.0,5000.0
0,0.097197376,46,0,0.142171566,5000.0,4,0,0,0,1.0,5400.0
0,0.380696769,25,0,0.7649208279999998,820.0,6,0,0,0,0.0,4000.0
0,0.8904093199999998,56,0,1.946923077,1299.0,10,0,1,0,1.0,1350.0
0,0.228724526,60,0,1932.0,0.0,7,0,1,0,0.0,0.0
0,0.12175008,58,0,0.404478243,11834.0,7,0,1,0,0.0,0.0
0,17441.0,51,1,0.354072168,14770.0,14,0,2,0,0.0,4000.0
0,0.875874942,56,0,0.071566317,14000.0,6,0,0,1,1.0,4000.0
0,0.081784268,36,0,0.413984278,12084.0,18,0,2,0,4.0,5715.0
0,0.351540022,74,0,286.0,17500.0,1,0,0,0,0.0,17500.0
0,0.952474598,23,0,0.063387323,5000.0,9,0,0,0,0.0,5000.0
0,0.007466169,37,0,0.35425058299999995,9433.0,7,0,2,0,2.0,7117.0
0,0.024071786,73,0,0.010179967,5500.0,12,0,0,0,1.0,3800.0
0,0.029920265,68,0,2800.0,3935.0,8,0,3,0,0.0,3935.0
0,0.021428174,35,1,0.662921348,800.0,12,0,1,0,0.0,4500.0
0,0.001877513,72,0,0.114310646,4583.0,8,0,1,0,0.0,4566.0
0,0.544328023,51,0,0.660212665,6300.0,9,0,3,0,0.0,16166.0
0,0.924010132,70,0,0.452562151,1970.0,2,0,1,0,0.0,9666.0
0,0.260511404,71,0,164.0,17500.0,1,0,0,0,0.0,17500.0
1,0.9999999,52,0,5369.0,6500.0,5,1,2,0,0.0,6500.0
0,0.272126336,62,0,2264.0,5800.0,7,0,0,0,0.0,5800.0
0,0.06888132799999999,57,0,2354.0,3000.0,5,0,1,0,0.0,3000.0
0,0.9999999,53,0,1706.0,9666.0,2,0,1,0,2.0,9666.0
0,0.9999999,63,0,376.0,8916.0,2,0,0,0,0.0,8916.0
0,0.690861828,44,0,0.285110558,13250.0,7,0,2,0,2.0,7117.0
1,0.924204913,36,7,0.7771029459999999,3292.0,13,0,1,0,1.0,3000.0
0,0.127363815,49,1,0.28285733,15300.0,15,0,2,0,1.0,2000.0
0,0.024908637999999997,46,0,0.184471291,22100.0,7,0,2,0,3.0,7117.0
0,0.003359158,54,1,0.0007882609999999998,16491.0,4,0,0,0,0.0,5400.0
0,0.734671203,40,0,0.506623344,4000.0,6,0,1,0,1.0,6600.0
0,0.315025149,54,0,0.491820823,6540.0,10,0,1,0,2.0,1350.0
0,0.454954741,57,1,0.626106827,3500.0,6,0,1,0,0.0,6600.0
0,0.009824352,74,0,0.045154007,6200.0,11,0,1,0,3.0,5400.0
0,0.992639911,48,0,0.892260484,2932.0,11,0,2,0,1.0,26062.0
0,0.018149217,60,0,0.0009007189999999998,54400.0,8,0,0,0,2.0,1300.0
1,0.5990770120000001,30,0,2306.0,3000.0,5,0,1,0,2.0,3000.0
0,0.67980577,57,0,0.176470588,900.0,4,0,0,0,0.0,5400.0
0,0.151016677,54,0,2547.0,5715.0,18,0,2,0,0.0,5715.0
0,0.137505,48,0,0.286185691,6666.0,5,0,1,0,0.0,3000.0
0,0.948457949,51,0,999.0,4593.0,3,0,0,0,0.0,4593.0
1,0.9999999,42,0,0.0,4000.0,1,0,0,2,2.0,17500.0
1,0.876273104,29,1,0.036385446,2500.0,2,3,0,0,0.0,8916.0
0,0.181617215,39,0,602.0,3000.0,14,0,0,0,3.0,3000.0
0,0.0065328980000000005,49,0,33.18811881,100.0,8,0,2,0,1.0,3166.0
0,0.11144611300000001,37,0,0.197982002,11000.0,9,0,1,0,2.0,4322.0
1,0.9999999,26,0,196.0,8916.0,2,3,0,0,0.0,8916.0
0,0.035153077000000005,63,0,0.22971402,4300.0,6,0,2,0,0.0,18000.0
1,0.211574416,48,1,1.6875160219999998,3900.0,15,0,4,1,3.0,6466.0
0,0.0,38,0,0.504471331,1900.0,6,0,1,0,0.0,6600.0
0,0.055786188,86,0,0.35626102299999995,1700.0,7,0,1,0,0.0,0.0
0,0.527063097,63,0,0.662905093,3455.0,11,0,1,0,0.0,5400.0
0,0.8063872259999999,32,0,0.063688213,4207.0,3,0,0,0,3.0,4593.0
0,0.0,68,0,0.954602249,2400.0,3,0,1,0,1.0,2100.0
0,0.7814571240000002,58,0,0.320319228,17416.0,14,0,2,0,0.0,4000.0
0,0.073492237,63,0,0.400537466,16000.0,14,0,2,0,1.0,4000.0
0,0.936719566,40,0,0.528497409,7333.0,6,0,2,0,0.0,18000.0
0,0.208683555,28,0,0.34063318299999995,4200.0,6,0,1,0,3.0,6600.0
0,0.0,68,0,1481.0,0.0,7,0,1,0,0.0,0.0
0,0.153076938,35,0,0.261859793,9000.0,8,0,1,0,0.0,4566.0
0,0.048636738,64,0,0.218956209,5000.0,17,0,1,0,0.0,3300.0
1,0.9999999,47,5,0.487992315,3122.0,6,0,0,1,3.0,4000.0
1,0.046635576,70,0,2.0,17500.0,1,1,0,0,0.0,17500.0
0,0.092535472,49,0,0.309362501,12250.0,5,0,3,0,3.0,3500.0
0,0.9999999,23,1,0.068965517,2000.0,1,0,0,0,0.0,17500.0
0,0.061316008,60,0,2836.0,13900.0,12,0,2,0,3.0,13900.0
0,0.023953946,61,0,0.005712925,4200.0,3,0,0,0,0.0,4593.0
0,0.017945389,32,0,0.005326494,5068.0,6,0,0,0,0.0,4000.0
1,0.380144603,50,0,1.355389929,5500.0,19,0,1,0,2.0,12958.0
0,0.063815281,64,0,1432.0,3000.0,5,0,1,0,1.0,3000.0
1,0.171965607,52,0,0.33391132,4036.0,3,0,1,0,2.0,2100.0
1,0.9245956580000002,39,4,961.0,3800.0,12,0,0,1,2.0,3800.0
0,0.0,38,1,1990.0,4322.0,9,0,1,0,1.0,4322.0
0,0.092254098,89,0,0.065757896,10416.0,5,0,0,0,0.0,3000.0
0,1.006076456,36,0,0.588964414,2500.0,6,0,1,0,2.0,6600.0
0,0.232080834,36,1,0.328305337,8750.0,6,0,2,0,2.0,18000.0
0,0.9999999,53,0,1801.0,17560.0,9,0,2,0,0.0,17560.0
0,0.023444234,42,0,0.915868388,2400.0,5,0,2,0,1.0,6500.0
0,0.300365108,48,0,0.402525876,10530.0,15,0,2,0,3.0,2000.0
0,0.24375854100000002,46,0,0.131900058,1720.0,13,0,0,0,0.0,9400.0
0,0.542326071,42,0,0.472984749,4589.0,5,0,1,0,1.0,3000.0
0,0.056302613,72,0,322.0,6600.0,6,0,1,0,0.0,6600.0
0,0.017904509,50,0,526.0,3000.0,5,0,0,0,0.0,3000.0
0,0.285136068,49,0,2304.0,4500.0,12,0,1,0,0.0,4500.0
0,0.033168123,47,0,0.20770942899999997,9883.0,14,0,2,0,0.0,4000.0
0,0.30215811,64,1,0.317438954,5200.0,15,0,1,0,0.0,7100.0
0,0.9999999,27,1,16.0,5400.0,4,0,0,1,0.0,5400.0
0,0.017920978,64,0,0.299714751,4907.0,6,0,2,0,1.0,18000.0
0,0.318811689,56,1,0.508155824,5210.0,11,0,1,0,0.0,5400.0
0,0.206978533,32,0,0.304936579,5833.0,7,0,1,0,0.0,0.0
0,0.014419619,67,0,0.006998600000000001,5000.0,11,0,0,0,0.0,6389.0
0,0.048950026,72,0,0.008427368000000001,7000.0,3,0,0,0,1.0,4593.0
0,0.0,46,0,2.578692115,6391.0,12,0,3,0,3.0,8500.0
0,0.008971124,41,0,0.000444346,4500.0,2,0,0,0,1.0,8916.0
0,0.000131576,47,0,0.253668763,4769.0,9,0,1,0,1.0,4322.0
0,0.0,52,0,0.492200746,5897.0,8,0,1,0,0.0,4566.0
0,0.982017982,28,0,0.019366197,2271.0,2,1,0,0,0.0,8916.0
0,0.9999999,58,0,0.0,2400.0,0,0,0,0,3.0,2400.0
0,0.0,43,0,0.290132355,7630.0,11,0,2,0,2.0,26062.0
0,0.025544736,68,0,21.0,3000.0,5,0,0,0,0.0,3000.0
0,0.128624896,79,0,0.215196201,4000.0,6,0,2,0,0.0,18000.0
0,0.000518126,59,0,0.144460788,12916.0,12,0,1,0,1.0,4500.0
0,0.17343208,45,0,0.054094591,10000.0,9,0,1,0,0.0,4322.0
0,0.453184894,62,0,0.987197074,2186.0,6,0,2,0,1.0,18000.0
0,0.648778636,35,2,1.242805755,1111.0,9,0,1,0,1.0,4322.0
0,0.003748438,65,0,0.304119194,1140.0,2,0,0,0,1.0,8916.0
0,0.165109998,71,0,0.521810251,5501.0,5,0,1,0,0.0,3000.0
0,0.000707902,65,1,1.341914521,4000.0,9,0,5,0,0.0,8916.0
0,0.134246829,42,0,766.0,0.0,7,0,1,0,0.0,0.0
0,0.00077098,46,0,0.401096749,2552.0,8,0,1,0,2.0,4566.0
0,0.405199854,51,0,0.389178289,5950.0,11,0,1,0,0.0,5400.0
0,0.01575937,57,0,0.150041356,6044.0,4,0,2,0,1.0,2630.0
0,0.578417045,59,0,0.882056814,2780.0,11,0,2,0,0.0,26062.0
0,0.33142939,63,0,0.454787825,4500.0,13,0,1,0,0.0,3000.0
0,0.237546471,47,0,0.4413882220000001,5416.0,13,0,1,0,0.0,3000.0
0,0.0,24,0,0.0,820.0,4,0,0,0,0.0,5400.0
0,0.022176364,78,0,0.15917657300000002,3448.0,10,0,0,0,1.0,3295.0
0,0.450117804,57,1,1.0,2163.0,11,0,0,0,0.0,6389.0
0,0.08234412099999999,65,0,4432.0,12500.0,20,0,2,0,0.0,12500.0
0,0.456363328,52,0,1185.0,5000.0,9,0,0,0,1.0,5000.0
0,0.184396268,39,0,3918.0,4100.0,10,0,2,4,2.0,4100.0
1,0.324837606,36,0,3792.0,4000.0,14,0,2,0,5.0,4000.0
0,0.000249988,41,0,0.295746287,3972.0,4,0,1,0,0.0,4187.0
0,0.367369449,61,0,0.580481076,11598.0,24,0,1,0,1.0,9083.0
0,0.168957904,45,0,0.154328964,5416.0,9,0,0,0,0.0,5000.0
0,0.334929838,33,0,0.138426454,4384.0,8,0,0,0,1.0,1300.0
0,0.020067025,69,0,1003.0,4566.0,8,0,1,0,0.0,4566.0
0,0.566544385,48,3,0.540317378,7750.0,11,0,2,0,1.0,26062.0
0,0.031024849,59,0,0.098100039,2578.0,7,0,0,0,3.0,5800.0
0,0.6302476029999999,60,0,1.364513018,3110.0,14,0,2,0,0.0,4000.0
0,0.031567207,59,0,124.0,6389.0,11,0,0,0,0.0,6389.0
0,0.021121371,43,0,0.003337041,3595.0,3,0,0,0,0.0,4593.0
0,0.186644447,27,1,0.212350067,2250.0,3,0,0,0,0.0,4593.0
0,0.337164008,59,0,0.304794198,10616.0,14,0,1,0,1.0,6600.0
0,0.143051589,46,0,0.118141311,7854.0,20,0,0,0,0.0,3000.0
0,0.046651649,57,0,12.27860697,200.0,9,0,2,0,0.0,17560.0
0,0.00109081,37,0,0.165398275,7883.0,11,0,2,0,0.0,26062.0
0,0.0,56,0,0.02309769,10000.0,3,0,0,0,1.0,4593.0
0,0.9999999,26,98,0.0,2400.0,0,98,0,98,0.0,2400.0
0,0.363375467,48,0,0.599925009,8000.0,20,0,2,0,1.0,12500.0
0,0.085309411,42,0,0.466651517,8800.0,9,0,2,0,2.0,17560.0
0,0.138146546,26,0,0.448486003,5250.0,12,0,2,0,0.0,13900.0
0,0.10624429,61,0,1992.0,4566.0,8,0,1,0,2.0,4566.0
0,0.130314251,43,0,0.484404049,4840.0,15,0,1,0,0.0,7100.0
1,0.012720086,42,0,0.299847077,8500.0,14,0,1,0,2.0,6600.0
1,0.912045331,28,0,0.40660066,3029.0,5,0,0,0,0.0,3000.0
0,0.213817241,58,0,0.402578953,9150.0,11,0,3,0,1.0,7000.0
0,0.062936517,69,0,0.009755304,12300.0,9,0,0,0,0.0,5000.0
0,0.004024333,86,0,0.009618132,10500.0,12,0,0,0,0.0,3800.0
0,0.0,51,0,0.272496187,5900.0,6,0,1,0,0.0,6600.0
1,0.99040096,45,0,2461.0,2100.0,3,1,1,0,0.0,2100.0
0,0.441971726,48,0,1.12138522,2800.0,9,0,3,1,2.0,16166.0
0,0.6974479370000001,30,0,0.258872651,9100.0,9,0,0,0,1.0,5000.0
0,0.022441713,69,0,0.005802469,8099.0,6,0,0,0,0.0,4000.0
0,0.032309048,37,0,0.004768497,6500.0,1,0,0,0,0.0,17500.0
0,0.566361436,34,0,0.346397695,1734.0,6,0,1,0,4.0,6600.0
0,0.049977036,72,0,0.005832361,6000.0,2,0,0,0,0.0,8916.0
0,0.043307842,45,0,0.6772295159999999,4417.0,22,0,2,0,1.0,5670.0
0,0.000250341,72,0,1230.0,0.0,6,0,1,0,0.0,6600.0
0,0.0,22,0,0.0,1520.0,1,0,0,0,1.0,17500.0
0,0.068983965,33,0,0.07369263099999998,10000.0,10,0,0,0,0.0,3295.0
0,0.0,44,0,0.562304134,6700.0,7,0,2,0,3.0,7117.0
0,0.0014962220000000002,86,0,1.0,4000.0,6,0,0,0,0.0,4000.0
0,0.0,68,0,1038.0,0.0,7,0,1,0,0.0,0.0
0,0.9999999,35,0,171.0,8916.0,2,2,0,2,0.0,8916.0
0,0.031163672000000007,44,0,0.356728871,15700.0,9,0,3,0,0.0,16166.0
0,0.07825878599999998,55,1,0.234423122,8441.0,16,0,2,0,0.0,8600.0
1,0.6756756759999999,46,4,0.242889992,8262.0,10,0,0,1,0.0,3295.0
0,0.015542508,63,0,1026.0,0.0,7,0,1,0,0.0,0.0
0,0.986313355,44,1,0.935021659,3000.0,7,0,1,0,4.0,0.0
0,0.435789474,60,0,0.4358462970000001,7520.0,10,0,2,0,0.0,4100.0
0,0.458479165,60,0,0.3671299220000001,9497.0,9,0,1,0,0.0,4322.0
0,0.696138527,43,1,0.573605707,6167.0,13,0,2,0,2.0,6088.0
0,0.062645248,64,1,889.0,4322.0,9,0,1,0,0.0,4322.0
0,0.298567144,27,0,26.0,17500.0,1,0,0,0,0.0,17500.0
0,0.034437884,70,0,0.009390275,7773.0,5,0,0,0,0.0,3000.0
0,0.0031293690000000003,65,1,0.001011999,6916.0,15,0,0,0,0.0,1.0
0,0.028876507000000006,43,0,797.0,5000.0,9,0,0,0,1.0,5000.0
0,0.07539852099999998,55,1,0.08219794499999998,40000.0,6,0,1,0,3.0,6600.0
0,0.097826882,39,0,3418.0,4100.0,10,0,2,0,0.0,4100.0
0,0.953868204,49,0,0.451676014,7666.0,8,0,1,0,0.0,4566.0
0,0.030923544,42,0,0.548090382,5000.0,13,0,3,0,3.0,12000.0
0,0.015645507,65,0,0.012183693,3200.0,5,0,0,0,0.0,3000.0
0,0.035448228,65,0,0.061141805,2714.0,9,0,0,0,1.0,5000.0
0,0.059094423,76,0,1889.0,7117.0,7,0,2,0,0.0,7117.0
0,0.0,56,0,0.691783046,3078.0,7,0,1,0,0.0,0.0
0,0.016805503,74,0,0.009247688,4000.0,10,0,0,0,0.0,3295.0
0,0.07516318299999998,54,0,365.0,5400.0,4,0,0,0,0.0,5400.0
0,0.043489811,53,1,0.567656766,3029.0,11,0,1,0,1.0,5400.0
0,0.0,24,0,135.0,5400.0,4,0,0,0,0.0,5400.0
0,0.0041913670000000005,48,0,0.08106445199999998,6500.0,17,0,0,0,3.0,0.0
0,0.974217007,70,0,0.7332198439999998,4111.0,5,0,2,0,0.0,6500.0
0,0.11836143800000001,56,1,0.026258423,10091.0,4,0,0,0,4.0,5400.0
0,0.014566288,74,0,0.308993516,3546.0,12,0,1,0,0.0,4500.0
0,0.429074007,33,0,0.382651492,3250.0,17,0,0,0,0.0,0.0
0,0.018906469,62,1,5310.0,8500.0,12,1,3,0,1.0,8500.0
0,0.021641101,44,0,1193.0,0.0,8,0,1,0,3.0,4566.0
1,0.339299525,41,0,0.4193731120000001,5295.0,5,0,1,0,3.0,3000.0
0,0.061579881,44,0,0.239957717,7567.0,16,0,1,0,0.0,5833.0
0,0.130738871,55,0,0.294076164,9925.0,28,0,1,0,1.0,7900.0
0,0.392191865,46,0,0.214915892,8500.0,9,0,1,0,0.0,4322.0
0,0.014577453999999997,58,0,0.10694219599999999,10500.0,7,0,2,0,0.0,7117.0
0,0.136496898,79,0,0.222413793,2899.0,10,0,0,0,1.0,3295.0
0,0.39979131,76,0,0.28405863,8800.0,11,0,2,0,1.0,26062.0
0,0.037289521,64,0,0.352743956,11333.0,13,0,2,0,0.0,6088.0
0,0.09265197300000001,62,0,0.222927807,2991.0,13,0,0,0,0.0,9400.0
1,0.9999999,54,1,521.0,17500.0,1,0,0,0,0.0,17500.0
0,0.642325021,43,0,0.356630525,5994.0,6,0,0,0,1.0,4000.0
0,0.004176225,63,0,0.453233338,7066.0,6,0,2,0,0.0,18000.0
0,0.0,56,0,3460.0,2630.0,4,0,2,0,0.0,2630.0
0,0.040296208,61,0,2901.0,0.0,7,0,3,0,0.0,0.0
0,0.41651727,29,0,0.238549618,2619.0,12,0,0,0,0.0,3800.0
0,1.007851535,32,0,0.213874583,3300.0,10,0,0,0,0.0,3295.0
0,0.002817487,68,0,0.038784486,2500.0,8,0,0,0,0.0,1300.0
0,0.025671744,58,0,0.099846165,13650.0,7,0,1,0,1.0,0.0
0,0.862954612,41,0,2335.0,3000.0,5,0,1,0,2.0,3000.0
0,0.967221724,54,0,0.825808745,5625.0,15,0,2,0,0.0,2000.0
0,0.003411363,61,0,0.0,4333.0,2,0,0,0,1.0,8916.0
0,0.9999999,68,0,30.0,2400.0,0,0,0,0,0.0,2400.0
0,0.0,52,0,0.234168565,2194.0,9,0,0,0,0.0,5000.0
0,0.039500154,78,0,0.017551655,4500.0,6,0,0,0,2.0,4000.0
0,0.246010927,57,0,0.633826496,17843.0,12,0,5,0,1.0,4446.0
0,0.042676662,55,0,0.15141369,8063.0,12,0,1,0,0.0,4500.0
0,0.0,27,0,0.0,2881.0,2,0,0,0,0.0,8916.0
0,0.540546545,34,0,0.197934022,3000.0,4,0,0,0,0.0,5400.0
0,0.013228734,43,0,7299.0,6600.0,6,0,1,0,0.0,6600.0
0,0.293364739,46,0,0.367346939,9750.0,8,0,1,0,1.0,4566.0
0,0.021519397000000003,64,1,1188.0,12958.0,19,0,1,0,0.0,12958.0
1,0.528364125,45,0,0.8688524589999999,2744.0,17,0,1,0,0.0,3300.0
0,0.159899045,57,0,0.3821020670000001,6916.0,8,0,1,0,0.0,4566.0
1,0.8731257209999999,34,0,177.0,4000.0,6,0,0,0,0.0,4000.0
0,0.089172771,48,0,0.49590082,5000.0,4,0,1,0,3.0,4187.0
0,0.9999999,28,0,0.131044708,8767.0,2,0,0,0,0.0,8916.0
0,0.934163975,69,0,1.6598746080000002,1275.0,5,0,1,0,0.0,3000.0
0,0.02490596,38,0,0.341734706,8450.0,11,0,1,0,0.0,5400.0
0,0.249156515,40,0,0.29511748,6000.0,13,0,1,0,0.0,3000.0
0,0.009112756,56,0,0.07945566299999998,6833.0,19,0,0,0,0.0,3591.0
0,0.10149812,59,1,0.091863517,8000.0,12,0,0,0,0.0,3800.0
0,0.08653513300000001,60,1,67.0,4000.0,6,0,0,0,0.0,4000.0
0,0.02820293,49,0,0.553625838,6563.0,7,0,2,0,2.0,7117.0
0,0.9999999,43,0,0.195567145,2300.0,3,0,0,0,0.0,4593.0
0,0.001900912,82,0,0.303339332,5000.0,12,0,2,0,1.0,13900.0
0,0.355908169,50,1,0.204552173,3382.0,7,0,0,0,0.0,5800.0
0,0.9999999,54,0,0.0,5794.0,0,1,0,0,2.0,2400.0
0,0.151602657,49,0,0.413496251,3600.0,10,0,1,0,0.0,1350.0
0,0.005524521,56,0,4.0,0.0,14,0,0,0,0.0,3000.0
0,0.8179381590000002,50,1,0.38447555,5500.0,9,0,1,0,1.0,4322.0
1,0.924302789,27,1,0.215301807,2600.0,3,0,0,1,3.0,4593.0
0,0.530938124,30,0,0.606398172,3500.0,11,0,2,0,0.0,26062.0
0,0.385176677,58,0,0.514275051,5358.0,11,0,1,0,0.0,5400.0
0,0.010122015,56,1,0.034907598,11200.0,6,0,0,0,2.0,4000.0
0,0.03569599,33,0,0.503498542,6859.0,13,0,2,0,2.0,6088.0
0,0.7393574,51,0,1.373271889,1301.0,6,0,2,0,2.0,18000.0
0,0.037554512000000005,55,0,0.15721069699999998,4000.0,6,0,0,0,1.0,4000.0
0,0.320559964,36,0,0.650837291,4000.0,9,0,1,0,1.0,4322.0
0,1.046312742,69,0,0.355184424,22393.0,18,0,4,0,0.0,10050.0
0,0.08185684900000001,72,0,0.129838594,7000.0,3,0,1,0,0.0,2100.0
0,0.047131338,79,1,0.187524831,5033.0,14,0,1,0,1.0,6600.0
0,0.0,38,0,0.7056233059999999,2951.0,6,0,1,0,0.0,6600.0
0,0.590704648,59,0,165.0,4593.0,3,0,0,1,0.0,4593.0
0,0.070371851,48,1,0.381945436,7000.0,7,0,1,0,2.0,0.0
1,1.096665418,36,3,146.0,3000.0,5,1,0,0,0.0,3000.0
0,0.210971985,63,1,0.363965114,4700.0,12,0,3,0,0.0,8500.0
0,0.365411007,73,0,0.435195601,8000.0,20,0,2,0,0.0,12500.0
0,0.387910457,35,0,0.25657164,2700.0,3,0,1,0,1.0,2100.0
0,0.662118943,33,1,0.6549639620000001,4300.0,10,0,1,0,1.0,1350.0
0,0.043189369000000005,43,2,0.0,5400.0,4,0,0,0,0.0,5400.0
0,0.553616903,45,0,0.6460639220000001,8040.0,9,0,1,0,3.0,4322.0
0,0.040549583,71,1,0.057032513,11133.0,9,0,0,0,0.0,5000.0
0,1.052631579,24,0,0.05994006,1000.0,2,0,0,0,0.0,8916.0
0,0.590281944,37,0,1.343828086,2000.0,4,0,1,0,1.0,4187.0
0,0.18168532,63,0,0.347896816,4302.0,6,0,1,0,0.0,6600.0
0,0.0,50,0,0.264536406,13362.0,8,0,2,0,1.0,3166.0
0,0.0,46,0,0.225874482,13750.0,11,0,2,0,0.0,26062.0
0,0.08903762599999998,64,0,1538.0,4566.0,8,0,1,0,0.0,4566.0
0,0.8991629679999998,35,1,0.238016659,12725.0,5,0,1,1,1.0,3000.0
0,0.025955392999999997,72,0,0.003743669,4540.0,1,0,0,0,1.0,17500.0
0,0.048664605,54,0,0.549017548,9516.0,15,0,3,0,0.0,1860.0
0,0.019184119,55,0,3092.0,0.0,7,0,1,0,0.0,0.0
0,0.001857054,31,0,0.000486618,2054.0,6,0,0,0,0.0,4000.0
0,0.9999999,43,0,0.0035995890000000007,5833.0,0,0,0,0,0.0,2400.0
0,0.408718414,51,0,1.958733205,2083.0,13,0,3,0,1.0,12000.0
0,0.0,84,0,0.0,4593.0,3,0,0,0,0.0,4593.0
0,0.7921722240000002,46,0,0.582348971,5925.0,13,0,1,0,2.0,3000.0
0,0.084965469,33,0,0.01169883,10000.0,4,0,0,0,1.0,5400.0
0,0.071306766,79,0,629.0,3000.0,5,0,0,0,0.0,3000.0
0,0.829475673,48,2,0.071899596,4700.0,10,1,0,0,0.0,3295.0
0,0.063124821,93,0,6.0,17500.0,1,0,0,0,0.0,17500.0
0,0.734149811,65,0,1.980261648,4356.0,21,0,5,0,0.0,8000.0
0,0.011996571999999999,34,0,0.198316675,1900.0,4,0,0,0,2.0,5400.0
0,0.81012525,26,1,2.65773447,820.0,8,0,1,0,0.0,4566.0
0,0.336950418,66,0,0.643271346,5000.0,11,0,2,0,0.0,26062.0
0,0.193383022,36,0,0.075757576,5015.0,8,0,0,0,3.0,1300.0
0,0.076695292,72,0,0.311617312,4389.0,3,0,1,0,0.0,2100.0
0,0.08421633099999999,61,0,0.231477167,8583.0,6,0,1,0,2.0,6600.0
0,0.9999999,37,0,0.0,2000.0,2,0,0,0,0.0,8916.0
0,0.050773933,56,0,0.26544897,15000.0,9,0,3,0,2.0,16166.0
0,0.307909307,71,0,0.607252366,7500.0,10,0,3,0,0.0,7300.0
0,0.19303668,56,0,0.16942321600000002,26300.0,9,0,3,0,0.0,16166.0
1,0.9999999,29,0,0.746198217,1906.0,6,0,1,0,1.0,6600.0
0,0.250374963,66,0,2753.0,2100.0,3,0,1,0,0.0,2100.0
0,0.659136907,45,0,0.334610898,6000.0,10,0,1,0,3.0,1350.0
0,0.06529723700000001,61,0,0.29776768800000003,18500.0,13,0,1,0,1.0,3000.0
0,0.9999999,40,0,0.0,5000.0,1,0,0,0,1.0,17500.0
0,0.224467595,47,0,0.378513499,9000.0,9,0,3,0,1.0,16166.0
0,0.016715277,84,0,0.119927317,1650.0,6,0,0,0,0.0,4000.0
0,0.0,46,0,0.245180254,11566.0,7,0,1,0,2.0,0.0
0,0.976723366,50,0,0.246541904,3686.0,4,3,0,0,1.0,5400.0
0,0.291209738,30,0,0.345122425,2572.0,21,0,0,0,0.0,7000.0
0,0.13420411699999998,55,0,0.308506309,4913.0,15,0,0,0,0.0,1.0
0,0.016416563999999998,88,0,0.008442568000000001,4500.0,12,0,0,0,0.0,3800.0
0,0.277848143,38,0,0.428793601,4500.0,4,0,1,0,1.0,4187.0
0,0.067365171,64,0,0.305670596,18833.0,9,0,2,0,0.0,17560.0
1,0.907156121,26,0,0.254204709,2080.0,5,0,0,0,1.0,3000.0
0,0.266629777,58,0,0.14094718,10620.0,6,0,1,0,1.0,6600.0
1,0.9999999,34,1,0.59141143,3166.0,4,1,1,1,2.0,4187.0
0,0.033098209,53,0,0.209516194,2500.0,5,0,1,0,1.0,3000.0
0,0.007192155,69,0,0.00224541,7570.0,4,0,0,0,0.0,5400.0
0,0.9999999,27,0,0.0,1733.0,0,0,0,0,0.0,2400.0
0,0.034736165,53,0,0.009571139,5432.0,8,0,0,0,0.0,1300.0
0,0.058979673,44,0,0.211964774,9878.0,7,0,2,0,2.0,7117.0
0,0.001333306,92,0,0.000285633,3500.0,5,0,0,0,0.0,3000.0
0,0.9999999,33,1,0.184670925,3600.0,3,1,0,1,0.0,4593.0
0,0.9554413020000002,69,0,0.39086971,3000.0,8,0,0,0,0.0,1300.0
0,0.02093215,86,1,1025.0,4500.0,12,0,1,0,0.0,4500.0
0,0.303599873,38,0,0.474848307,5108.0,7,0,2,0,1.0,7117.0
1,0.936288089,34,3,1.099345628,1680.0,9,0,1,0,4.0,4322.0
